Nhóm hàng,Nhóm ngành,Nhóm sản phẩm cấp 1,Nhóm sản phẩm cấp 2,Mã hàng,Tên hàng,SL Bán,Doanh thu,SL Trả,Giá trị trả,Doanh thu thuần,Tổng giá vốn,Lợi nhuận,Tỷ suất
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,LTE03{DEL},Lắc trẻ em khắc chữ,23,5335000,1,-270000,5065000,1960000,3105000, 61.30% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,BT09-bac{DEL},Bông tai sao đính đá - Bạc,21,2940000,0,0,2940000,0,2940000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBX05{DEL},Nhẫn bạc ta mũi tên,24,2973297,2,-280000,2693297,144000,2549297, 94.65% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,BT09-vang{DEL},Bông tai sao đính đá - Vàng,21,2920000,3,-420000,2500000,0,2500000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,MBX02-xanh{DEL},Mặt Di Lặc Xanh Nhỏ,28,5040000,6,-1080000,3960000,1470000,2490000, 62.88% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NB02{DEL},Nhẫn mũi tên,19,2660000,2,-280000,2380000,0,2380000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,DBX05{DEL},Dây chuyền chong chóng,17,4265000,3,-760000,3505000,1170000,2335000, 66.62% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBX06{DEL},Nhẫn Vô Cùng,21,2940000,3,-420000,2520000,369000,2151000, 85.36% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBX09{DEL},Nhẫn nguyệt quế bạc ta,21,2618000,2,-140000,2478000,330000,2148000, 86.68% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,LTB01{DEL},Lắc Tay dây da Đầu Rồng,12,4302581,2,-780000,3522581,1400000,2122581, 60.26% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,BT04{DEL},Bông tai hoa mai,27,2430000,4,-360000,2070000,0,2070000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NB05{DEL},nhẫn hoa anh đào,13,1804865,0,0,1804865,0,1804865, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,MBX03{DEL},Mặt dây Bạch Long,9,2450000,1,-300000,2150000,560000,1590000, 73.95% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBX07{DEL},Nhẫn bạc ta vương miện trái tim,15,1998000,0,0,1998000,452000,1546000, 77.38% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBX04{DEL},Nhẫn bạc ta vương miện,14,1853297,1,-140000,1713297,216000,1497297, 87.39% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,LTX11{DEL},lắc tay hoa sen bạc ta,3,1350000,0,0,1350000,0,1350000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NDX01-doi{DEL},Cặp nhẫn đôi trái tim,7,1280000,0,0,1280000,0,1280000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NB08{DEL},nhẫn vương miện,10,1400000,1,-140000,1260000,0,1260000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,LT09{DEL},Lắc tay bạc hình vương miện,14,1260000,0,0,1260000,0,1260000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND03{DEL},Cặp nhẫn đôi khắc mặt,9,1440000,2,-320000,1120000,0,1120000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NHDMT{DEL},Nhẫn hậu duệ mặt trời,11,1720479,2,-360000,1360479,300000,1060479, 77.95% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND02{DEL},Cặp đôi nhẫn trái tim xoắn,8,1280000,2,-320000,960000,0,960000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBX08{DEL},Nhẫn bạc bạc hoa trúc,9,1440000,2,-320000,1120000,200000,920000, 82.14% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,LT05{DEL},Lắc tay cánh chim,10,900000,0,0,900000,0,900000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,MDX01{DEL},Mặt channel to 3 hàng đá,6,900000,0,0,900000,0,900000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,LBX02{DEL},Lắc bạc ta nguyệt quế,3,840000,0,0,840000,0,840000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,BT06-vang{DEL},Bông tai sao băng - Vàng,5,700000,0,0,700000,0,700000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NB04{DEL},Nhẫn bạc hình nơ,6,840000,1,-140000,700000,0,700000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,LTE04{DEL},Lắc trẻ em 2 chuông,3,750000,0,0,750000,190000,560000, 74.67% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,BT01{DEL},Bông tai hoa sen,6,540000,0,0,540000,0,540000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBN08 - 8{DEL},Nhẫn Hắc Long size 8,1,540000,0,0,540000,0,540000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND04{DEL},Cặp nhẫn đôi mặt đá,3,480000,0,0,480000,0,480000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NBX15{DEL},Nhẫn hoa sen bạc ta,2,440000,0,0,440000,0,440000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,DCB01{DEL},Dây chuyền bạc ta,7,510000,0,0,510000,160000,350000, 68.63% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,DBX20{DEL},Dây chuyền Cherry,1,300000,0,0,300000,0,300000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND02-Nu{DEL},Nhẫn đôi trái tim xoắn nam - Nữ,2,180000,0,0,180000,0,180000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NDX01-combo{DEL},Nhẫn bạc đôi mặt đá,2,280000,0,0,280000,100000,180000, 64.29% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,BTX04-mavang{DEL},bông tai sao mai mạ vàng,1,260000,0,0,260000,80000,180000, 69.23% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND04-Nu{DEL},Nhẫn đôi mặt 1 viên đá - Nữ,2,173793,0,0,173793,0,173793, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND01-Nu{DEL},Nhẫn đôi trái tim nữ - Nữ,2,170000,0,0,170000,0,170000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,DBX02{DEL},Dây bạc ta Channel bo tròn,1,156000,0,0,156000,0,156000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND03-Nu{DEL},Nhẫn đôi khắc mặt - Nữ,1,90000,0,0,90000,0,90000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND04-Nam{DEL},Nhẫn đôi mặt 1 viên đá - Nam,1,83793,0,0,83793,0,83793, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,ND01-Nam{DEL},Nhẫn đôi trái tim nam - Nam,1,80000,0,0,80000,0,80000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NDX01-nam{DEL},Nhẫn đôi bạc mặt đá - Nam,1,160000,1,-160000,0,0,0, ---   
Bảo Tín{DEL} >> Bảo tín trang sức bạc{DEL},Bảo Tín{DEL},Bảo tín trang sức bạc{DEL},,NDX01-Nữ{DEL},Nhẫn đôi bạc mặt đá nữ - Nu,1,160000,1,-160000,0,0,0, ---   
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DCT03{DEL},dây đế vương,309,91218181,73,-21822727,69395454,14196000,55199454, 79.54% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN03-9{DEL},Nhẫn Dubai - 9,214,49304546,49,-12050000,37254546,7811000,29443546, 79.03% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DCT01{DEL},dây chuyền vàng trơn,152,43718181,36,-10472727,33245454,8662000,24583454, 73.95% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTT01{DEL},Lắc vàng nam bản vuông,106,31372727,23,-6850000,24522727,4968000,19554727, 79.74% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN03-8{DEL},Nhẫn Dubai - 8,121,27117425,21,-4554546,22562879,4818000,17744879, 78.65% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN03-10{DEL},Nhẫn Dubai - 10,96,22404546,14,-3450000,18954546,2993000,15961546, 84.21% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTT02{DEL},Lắc tay vàng dây trơn,88,26145454,21,-6222727,19922727,4500000,15422727, 77.41% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-Do9{DEL},Nhẫn hoàng đế đỏ - 9,99,23027273,26,-6000000,17027273,3080000,13947273, 81.91% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN03-11{DEL},Nhẫn Dubai - 11,35,8450000,5,-1250000,7200000,365000,6835000, 94.93% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTT03{DEL},Lắc nam đoạn rồng,28,7800000,3,-900000,6900000,254250,6645750, 96.32% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN03-7{DEL},Nhẫn Dubai - 7,46,9850000,7,-1700000,8150000,1898000,6252000, 76.71% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-Den9{DEL},Nhẫn hoàng đế đen - 9,31,7400000,5,-1200000,6200000,630000,5570000, 89.84% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN05-9{DEL},Nhẫn Mahattan size 9 - 9,31,6950000,3,-750000,6200000,1152000,5048000, 81.42% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DCT02{DEL},Dây nam 2 màu,22,6300000,5,-1500000,4800000,0,4800000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DVN01{DEL},Dây vàng hoa anh thảo,20,4830000,1,-280000,4550000,567000,3983000, 87.54% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-Do10{DEL},Nhẫn hoàng đế đỏ - 10,24,5500000,4,-1000000,4500000,770000,3730000, 82.89% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DCT04{DEL},Dây nam rồng,13,3914394,1,-350000,3564394,0,3564394, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN05-10{DEL},Nhẫn Mahattan size 10 - 10,19,4300000,2,-500000,3800000,936000,2864000, 75.37% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN01{DEL},Nhẫn chữ phúc,12,2754546,1,-250000,2504546,0,2504546, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTT04{DEL},Lắc nam rồng xích,10,2972727,2,-600000,2372727,0,2372727, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-Do11{DEL},Nhẫn hoàng đế đỏ - 11,11,2350000,1,-250000,2100000,210000,1890000, 90.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-xanh9{DEL},Nhẫn hoàng đế xanh lá size 9,14,3300000,4,-900000,2400000,560000,1840000, 76.67% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN05-11{DEL},Nhẫn Mahattan size 11 - 11,9,2200000,1,-250000,1950000,144000,1806000, 92.62% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-Den10{DEL},Nhẫn hoàng đế đen - 10,10,2450000,3,-750000,1700000,70000,1630000, 95.88% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTV03{DEL},Lắc tay vàng nữ tròn đính đá 3 ô,7,2085000,1,-300000,1785000,270000,1515000, 84.87% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,BTV05{DEL},Bông tai mặt đá vuông,8,1440000,0,0,1440000,96000,1344000, 93.33% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN08-7{DEL},nhẫn hoàng tử size 7,5,1250000,0,0,1250000,110000,1140000, 91.20% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN05-8{DEL},nhẫn mahattan size 8,10,1950000,2,-500000,1450000,360000,1090000, 75.17% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTV01{DEL},Lắc tay vàng nữ tròn đính đá một ô,4,1200000,0,0,1200000,190000,1010000, 84.17% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,BTV01{DEL},Bông tai vàng hoa anh thảo,7,1020000,0,0,1020000,160000,860000, 84.31% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DVN03{DEL},Dây vàng mặt hoa kim thoa,3,840000,0,0,840000,0,840000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,nn05-7{DEL},nhẫn mahattan size 7,7,1250000,1,-250000,1000000,216000,784000, 78.40% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,BT07{DEL},Bông tai dải hoa,5,700000,0,0,700000,0,700000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-xanh10{DEL},Nhẫn hoàng đế xanh lá size 10,3,750000,0,0,750000,70000,680000, 90.67% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN04-8{DEL},Nhẫn hội tam điểm - 8,3,700000,0,0,700000,62000,638000, 91.14% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DVN05{DEL},Dây chuyền vàng mặt hoa nhài,4,860000,1,-280000,580000,0,580000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN04-size9{DEL},Nhẫn hội tam điểm - 9,4,900000,1,-250000,650000,124000,526000, 80.92% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DVN02{DEL},Dây vàng nữ mặt đá xanh,3,560000,0,0,560000,126000,434000, 77.50% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,BTV04{DEL},Bông tai mặt đá tròn,2,360000,0,0,360000,0,360000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTV04{DEL},Lắc vàng đính đá xanh,3,300000,0,0,300000,0,300000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,nn06-lá7{DEL},Nhẫn Tam hoàng xanh lá cây size 7,3,450000,0,0,450000,222000,228000, 50.67% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,nn07-9{DEL},nhẫn navy đá xanh size 9,1,200000,0,0,200000,0,200000, 100.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,nn06-lá8{DEL},Nhẫn Tam Hoàng xanh lá cây size 8,2,500000,1,-250000,250000,74000,176000, 70.40% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,nn06-lá9{DEL},Nhẫn tam hoàng xanh lá cây size 9,1,250000,0,0,250000,74000,176000, 70.40% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,LTV02{DEL},Lắc tay vàng nữ xoắn,2,600000,1,-300000,300000,150000,150000, 50.00% 
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,Combo1{DEL},Dây vàng và bông tai vàng hoa anh thảo,1,400000,1,-400000,0,0,0, ---   
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,NN02-Den11{DEL},Nhẫn hoàng đế đen - 11,3,750000,3,-750000,0,0,0, ---   
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,DCT06{DEL},Dây vàng rồng Bắc Âu,1,200000,1,-200000,0,0,0, ---   
Bảo Tín{DEL} >> Bảo tín trang sức vàng{DEL},Bảo Tín{DEL},Bảo tín trang sức vàng{DEL},,MMV01-xanh{DEL},Mặt phật di lặc Xanh Mạ Vàng,4,1800000,2,-1200000,600000,630000,-30000, -5.00% 
CADIGAN,CADIGAN,,,A01HXA,Áo cadigan voan cát màu trắng tay hoa xanh,19,3063956,2,-272000,2791956,893766,1898190, 67.99% 
CADIGAN,CADIGAN,,,A02DE,Áo cadigan voan cát màu đen tay hoa (free size),13,2104000,1,-160000,1944000,612348,1331652, 68.50% 
CADIGAN,CADIGAN,,,A08DE,Áo cadigan voan cát màu đen tay kẻ sọc,6,910421,0,0,910421,313620,596801, 65.55% 
CADIGAN,CADIGAN,,,A25DEL,Áo cadigan tay lỡ voan cát màu đen họa tiết hình thoi ở viền L,4,1060000,1,-265000,795000,353616,441384, 55.52% 
CADIGAN,CADIGAN,,,A11T,Áo cadigan voan cát màu trắng họa tiết nhí,2,590000,0,0,590000,225608,364392, 61.76% 
CADIGAN,CADIGAN,,,A45DDL,Váy lụa tơ tằm tay cộc họa tiết hoa đỏ đậm L,2,768000,0,0,768000,417992,350008, 45.57% 
CADIGAN,CADIGAN,,,A09T,Áo cadigan voan cát màu trắng tay kẻ sọc,4,561094,0,0,561094,212392,348702, 62.15% 
CADIGAN,CADIGAN,,,A38DD4XL,Áo cadigan màu đỏ đậm họa tiết hoa 4XL,2,695000,0,0,695000,371618,323382, 46.53% 
CADIGAN,CADIGAN,,,A25TM,Áo cadigan tay lỡ voan cát màu trắng họa tiết hình thoi ở viền M,2,530000,0,0,530000,232398,297602, 56.15% 
CADIGAN,CADIGAN,,,VA16DEL,Váy liền hoa đỏ cổ tim màu đen size L,3,888500,0,0,888500,601095,287405, 32.35% 
CADIGAN,CADIGAN,,,VA13XLU3XL,váy hoa giả áo choàng màu xanh lục 3XL,2,550000,0,0,550000,291578,258422, 46.99% 
CADIGAN,CADIGAN,,,A18DD2XL,Áo cadigan cashmere màu đỏ đậm họa tiết hoa 2XL,1,415000,0,0,415000,180600,234400, 56.48% 
CADIGAN,CADIGAN,,,A16DE4XL,Áo cadigan chất chifon họa tiết hoa thêu màu đen 4XL,1,310000,0,0,310000,119738,190262, 61.37% 
CADIGAN,CADIGAN,,,A16DE3XL,Áo cadigan chất chifon họa tiết hoa thêu màu đen 3XL,1,310000,0,0,310000,120438,189562, 61.15% 
CADIGAN,CADIGAN,,,A17HDXL,Áo cadigan chất chifon thêu họa tiết hoa màu hồng đậm XL,1,336000,0,0,336000,152049,183951, 54.75% 
CADIGAN,CADIGAN,,,VA13DD5XL,váy hoa giả áo choàng màu đỏ đậm size 5XL,1,340000,0,0,340000,158301,181699, 53.44% 
CADIGAN,CADIGAN,,,VA13DE3XL,váy hoa giả áo choàng màu đen 3XL,1,340000,0,0,340000,158301,181699, 53.44% 
CADIGAN,CADIGAN,,,VA13XLU4XL,váy hoa giả áo choàng màu xanh lục size 4XL,1,340000,0,0,340000,158301,181699, 53.44% 
CADIGAN,CADIGAN,,,VA13DD3XL,váy hoa giả áo choàng màu đỏ đậm 3XL,1,340000,0,0,340000,162521,177479, 52.20% 
CADIGAN,CADIGAN,,,A46XLU4XL,Váy lụa suông tay cộc họa tiết hoa đào xanh đậm 4XL,1,357000,0,0,357000,183978,173022, 48.47% 
CADIGAN,CADIGAN,,,A16T2XL,Áo cadigan chất chifon họa tiết hoa thêu màu trắng 2XL,2,428276,0,0,428276,256474,171802, 40.11% 
CADIGAN,CADIGAN,,,A37XD3XL,Áo cadigan ren màu xanh đậm họa tiết hoa 3XL,1,343467,0,0,343467,176821,166646, 48.52% 
CADIGAN,CADIGAN,,,VA13DEXL,váy hoa giả áo choàng màu đen XL,1,320000,0,0,320000,158301,161699, 50.53% 
CADIGAN,CADIGAN,,,A38HTIXL,Áo cadigan màu hồng tim họa tiết hoa XL,1,340000,0,0,340000,185197,154803, 45.53% 
CADIGAN,CADIGAN,,,VA12TNM,Váy kèm áo choàng tay lỡ họa tiết lá màu tím nhạt M,1,350000,0,0,350000,198580,151420, 43.26% 
CADIGAN,CADIGAN,,,A53NNXL,Váy lụa voan giả áo choàng màu nâu nhạt XL,1,400000,0,0,400000,252446,147554, 36.89% 
CADIGAN,CADIGAN,,,VA13DDM,váy hoa giả áo choàng màu đỏ đậm M,1,320000,0,0,320000,177774,142226, 44.45% 
CADIGAN,CADIGAN,,,A38HTI5XL,Áo cadigan màu hồng tim họa tiết hoa 5XL,1,340000,0,0,340000,202197,137803, 40.53% 
CADIGAN,CADIGAN,,,A28XNS,Áo cadigan voan màu xanh nhạt họa tiết hoa lá thêu ren ở viền S,1,235000,0,0,235000,103850,131150, 55.81% 
CADIGAN,CADIGAN,,,A18HTI3XL,Áo cadigan cashmere màu hồng tím họa tiết hoa 3XL,1,295000,0,0,295000,171923,123077, 41.72% 
CADIGAN,CADIGAN,,,VA13XLUXL,váy hoa giả áo choàng màu xanh lục size XL,1,340000,0,0,340000,217263,122737, 36.10% 
CADIGAN,CADIGAN,,,A18DD5XL,Áo cadigan chất cashmere màu đỏ đậm họa tiết hoa 5XL,1,295000,0,0,295000,173284,121716, 41.26% 
CADIGAN,CADIGAN,,,A38HTI2XL,Áo cadigan màu hồng tim họa tiết hoa 2XL,2,641448,1,-340000,301448,191902,109546, 36.34% 
CADIGAN,CADIGAN,,,A16DE2XL,Áo cadigan chất chifon họa tiết hoa thêu màu đen 2XL,2,394276,1,-173000,221276,120921,100355, 45.35% 
